Title,Keywords,Abstract
Conflict Management in Service-Oriented Pervasive Platforms,conflict management; context; service-oriented pervasive platforms; pervasive applications; smart home,"Smart Home solutions are currently booming and apply to a variety of areas in order to improve inhabitants' quality of life. Many Smart Home solutions are based on service-oriented pervasive platforms providing context services. These services may correspond to devices (a lamp for instance) or to any computing unit providing useful functions (luminosity in a room for example). One of the big issues today is that applications running on top of such platforms share services, which can lead to conflicts if acting in incompatible ways. In this paper, we present an approach to manage conflicts in service-oriented pervasive platforms based on locking mechanisms installed at the context level. Our approach is optimistic and addresses conflicts at runtime before their undesired effects occur. This approach is developed and integrated in the iCASA pervasive platform."
An Open Architecture to Support Social and Health Services in a Smart TV Environment,Digital TV; multimedia computing; senior adults; smart homes; social implication of technology,"Objective: To design, implement, and test a solution to provide social and health services for the elderly at home based on smart TV technologies and access to all services. Methods: The architecture proposed is based on an open software platform and standard personal computing hardware. This provides great flexibility to develop new applications over the underlying infrastructure or to integrate new devices, for instance to monitor a broad range of vital signs in those cases where home monitoring is required. Results: An actual system as a proof-of-conceptwas designed, implemented, and deployed. Applications range from social network clients to vital signs monitoring; from interactive TV contests to conventional online care applications such as medication reminders or telemedicine. Conclusion: In both cases, the results have been very positive, confirming the initial perception of the TV as a convenient, easy-to-use technology to provide social and health care. The TV set is a much more familiar computing interface for most senior users, and as a consequence, smart TVs become a most convenient solution for the design and implementation of applications and services targeted to this user group. Significance: This proposal has been tested in real setting with 62 senior people at their homes. Users included both individuals with experience using computers and others reluctant to them."
A proposal of Cloud-based Home Network System for Multi-Vendor Services,home network system; cloud computing; smart city; multi-vendor system; HNS services,"A home network system (HNS) provides value-added services for home users by networking house-hold appliances and sensors. In the conventional architecture, the HNS appliances and services are tightly coupled. It is therefore difficult for users to freely choose their favorite appliances and services. In this paper, we propose a new HNS architecture that accommodates multi-vendor services by extensively using cloud technologies. The new architecture manages individual HNS operations and data as standard services within the cloud. The vendor services must go through the cloud to access the HNS. Thus, loose coupling among the HNS and services can be achieved. As a result, the proposed architecture realizes more flexible HNS beneficial for both users and vendors."
Study and Implementation of a Network Point Health Smart Home Electrocardiographic,Telemedicine; microcontroller; biomedical sensor; networking; intelligent system; health smart home,"The technological development of health care seek continuously To give again an autonomous life, in their residence, with the people suffering from various pathologies (chronicles) or insufficiencies (handicaps, dependence). This paper presents a health smart home (HSH) system represent a temporary or durable alternative to the hospitalization or the recourse to the establishments of lodging of long life - elderly people's homes or specialized centers. The patient is not then constrained any more to give up his residence and the life in society. He preserves a broad autonomy in his social environment and privative, while profiting from preventive services of health. These systems particularly concern the elderly, but more generally the people presenting of the risks of driving affection (falls for example) or cognitive (depression, senile insanity, etc), or requiring care or an special attention (diabetics, asthmatic, etc)."
A Data Cleansing Approach In Smart Home Environments Using Artificial Neural Networks,Smart homes; Internet of Things; Artificial Neural Networks; outlier detection,"A smart home is generally equipped with a set of sensors/devices able to provide intelligent and personalized services to end users. These sensors/devices can sense multiple information related to the physical environment and the residents. This information is then transmitted to a central station for further processing through wireless communication. However, the wireless medium is considered vulnerable and the sensors can fail in providing correct measurements. Moreover, a smart home system should also be able to implement a cleaning system of its sensed data and discard those instances that are erroneous or incoherent. To achieve the data quality improvements, this paper proposes a new approach that uses an Artificial Neural Network (ANN) to detect faulty measurements. The proposed scheme can prematurely and efficiently detect outlier data before forwarding it to a central station. The performance of the solution is validated through simulations, using realistic datasets, and compared with other well-known models. Our findings demonstrate that the proposed approach outperforms the compared models in terms of accuracy, f-score, recall and precision metrics."
Open Service Innovation Platform in a Smart City,Smart City; innovation platform; service innovation; open innovation; public procurement; pre-commercial; procurement,"The knowledge of how a city can drive innovation of companies and third sector organizations for its own needs is scarce so far. The present article addresses this knowledge gap. The purpose is to develop and propose a conceptual model for open service innovation platform in a Smart City. This is a preliminary model and it functions as a starting point for a following empirical study of this area in the future. Cities are increasingly adopting the ideas of the Smart City concept in their visions and development efforts. A handful of characteristics is usually associated to the concept of smart City. They include innovation and knowledge, high-tech and creative industries, utilization of networked infrastructures, business-led urban development, social and relational capital in urban development, and environmental sustainability. This article argues that a true Smart Cities takes the initiative and actively facilitates and guides the innovation of companies and third sector organizations in order to reach new services which on the one hand solve the city's problems, and on the other hand enable profitable business to companies. However, the knowledge of this area is still in its infancy. Both scientific knowledge and management practices are needed. Pre-commercial procurement is an example of recent approaches to steer the development of solutions of private companies towards concrete public sector needs, and this article sees its potential in the context innovation platforms in public sector. As a result, this article contributes by proposing a preliminary model for open service innovation platform in a Smart City. The model illustrates the evolution and transformation of city's problem through innovation platform into a service providing a solution to the city's problem and revenues to the company. It also illustrates the portfolio of innovation projects in the platform and their synergies, as well as connections and synergies to other innovation platforms in home country and abroad. Moreover, it proposes four different options how an innovation platform may be positioned in the city's administration."
A QoE Model for Mulsemedia TV in a Smart Home Environment,Quality of experience; Media; TV; Sensor systems; Interactive systems; Smart homes; Rendering (computer graphics); Quality of experience; sensory effects; multi sensorial media; particle swarm optimization; smart home,"The provision to the users of realistic media contents is one of the main goals of future media services. The sense of reality perceived by the user can be enhanced by adding various sensorial effects to the conventional audio-visual content, through the stimulation of the five senses stimulation (sight, hearing, touch, smell and taste), the so-called multi-sensorial media (mulsemedia). To deliver the additional effects within a smart home (SH) environment, custom devices (e.g., air conditioning, lights) providing opportune smart features, are preferred to ad-hoc devices, often deployed in a specific context such as for example in gaming consoles. In the present study, a prototype for a mulsemedia TV application, implemented in a real smart home scenario, allowed the authors to assess the user's Quality of Experience (QoE) through test measurement campaign. The impact of specific sensory effects (i.e., light, airflow, vibration) on the user experience regarding the enhancement of sense of reality, annoyance, and intensity of the effects was investigated through subjective assessment. The need for multi sensorial QoE models is an important challenge for future research in this field, considering the time and cost of subjective quality assessments. Therefore, based on the subjective assessment results, this paper instantiates and validates a parametric QoE model for multi-sensorial TV in a SH scenario which indicates the relationship between the quality of audiovisual contents and user-perceived QoE for sensory effects applications."
Adaptive Software Architecture Based on Confident HCI for the Deployment of Sensitive Services in Smart Homes,,"Smart spaces foster the development of natural and appropriate forms of human-computer interaction by taking advantage of home customization. The interaction potential of the Smart Home, which is a special type of smart space, is of particular interest in fields in which the acceptance of new technologies is limited and restrictive. The integration of smart home design patterns with sensitive solutions can increase user acceptance. In this paper, we present the main challenges that have been identified in the literature for the successful deployment of sensitive services (e.g., telemedicine and assistive services) in smart spaces and a software architecture that models the functionalities of a Smart Home platform that are required to maintain and support such sensitive services. This architecture emphasizes user interaction as a key concept to facilitate the acceptance of sensitive services by end-users and utilizes activity theory to support its innovative design. The application of activity theory to the architecture eases the handling of novel concepts, such as understanding of the system by patients at home or the affordability of assistive services. Finally, we provide a proof-of-concept implementation of the architecture and compare the results with other architectures from the literature."
Smart Homes: How Much Will They Support Us? A Research on Recent Trends and Advances,Smart homes; Market research; Internet of Things; Software; Medical services; Local area networks; Terminology; Internet of Things (IoT); smart home; healthcare; energy management; security,"The advances in the Internet of Things (IoT) provide several chances to develop a variety of innovations supporting smart home users in several industries including healthcare, energy management, etc. Ubiquitous support by intelligent appliances at modern homes, which constantly work to gather information can help us to solve everyday issues. In this article, we present a comparative study of recent advances in smart home development. The study aims to present the main trends in this field. During the analysis of the research reports and patents, we identify the propositions that constitute the main research streams. Through extensive analysis, we provide an outlook on the wide spectrum of the proposed solutions. We also analyze the main market to present which publishers are leading with the innovative science in this field. We also show the leaders of science and technology in the World. Finally, we define the ratio of the developments and outline the next stage of the development in the smart home industry."
A POWER CONSUMPTION ACTIVITY BASED HETEROGENEOUS SOA FRAMEWORK FOR CONTEXT-AWARE HOME SERVICES,Activity-based computing; smart grid; SOA; OSGi; web services; home energy management system,"The home network is one of the emerging areas from the last century. However, the growth of the home network market is stationary at present. This paper describes the limitations of the home network system and the requirements for overcoming the current limitations. Also described is a new home network service system known as COWS and its easy installation and scalable operation. COWS consists of power consumption monitor and control devices along with a service server that is a complementary combination of Open Service Gateway initiative (OSGi) and web services. A home network system has a dynamic, heterogeneous, distributed, and scalable topology. Service Oriented Architecture (SOA) has been proposed as a solution that satisfies the requirement of a home network, and OSGi and web services are two successful SOA-based frameworks. An included service server has a flexible architecture that consists of a core and extendable service packages. A power consumption monitor and control function provides useful context information for activity-based context-aware services and optimizes the power consumption. The system can be installed easily into existing and new houses to solve the current barrier of the popularization of home network services."
Differences in Home-Care Services in Finland for Older Adults between 2012 and 2019-A Developmental Evaluation Study,Home care services; developmental evaluation; older adults; changing trends,"This study aimed to evaluate differences in client-centered approaches to home-care services for older adults from the perspectives of nurses and service managers in Finland. The research method used developmental evaluation. Developmental activities for client-centered services were implemented in three home-care organizations between 2012 and 2019. Home care nurses and service managers were interviewed individually and in groups at the beginning and end of the development process. Then, four categories of differences enabling operating models in client-centered care were identified: modernized client-centered service patterns, comprehensive service coordination, digital service environments technology utilization, and changing human resources. This study found a positive trend in adopting a client-centered approach and technology in home care services. In the implementation of home care practices, innovations for client-centered implementation of homecare should consider the renewal of service models, development of case management, and development and utilization of technology in homecare operating environments."
Considering Value-added Services Using Smart TV in Cloud-Enabled Home Network System,,"We have been studying Cloud HNS, which is a new type of home network system using the cloud. In this paper, we consider value-added services that can be provided by introducing a smart TV as an appliance of Cloud HNS. First, we discuss requirements, role and benefits of a smart TV in the integration with Cloud HNS. Then, we propose concrete scenarios of value-added services achieved by the integration."
Priority SDN Controlled Integrated Wireless and Powerline Wired for Smart-Home Internet of Things,IoT; Power line; Smart homes; SDN; Wireless Sensing,"The recent idea of integrating Internet of Things (IoT) with sensor rich smart homes and offices, the expected impact from the development of a ubiquitous, sustainable infrastructure for new integrated services has never been greater. The deployment of such services, however, can be hampered by the lack of access ubiquity caused due to the unavailability of continuous connectivity by using wireless alone in most of the existing home/office environments, where the potential of today's users needs to make the market viable for immediate deployment projects. To solve this critical technological problem we propose an integrated power line wireless (PLW) solution. To do this we analyse the dominating problems for such developments to propose our optimised solution based on a bandwidth sharing using the commonly advanced software defined networking (SDN). Our measurements and detailed discussions prove the suitability and viability of this new solution as the best approach."
A Secure and Anonymous User Authentication Scheme for IoT-Enabled Smart Home Environments Using PUF,Authentication; Smart homes; Security; Logic gates; Physical unclonable function; Elliptic curve cryptography; Performance evaluation; Internet of Things; Internet of Things; smart home; authentication; physical unclonable functions; ROR model; BAN logic; AVISPA,"With the continuous development of Internet of Things (IoT) technology, research on smart home environments is being conducted by many researchers. In smart home environments, home users can remotely access and control a variety of home devices such as smart curtains, lights, and speakers placed throughout the house. Despite providing convenient services, including home monitoring, temperature management, and daily work assistance, smart homes can be vulnerable to malicious attacks because all messages are transmitted over insecure channels. Moreover, home devices can be a target for device capture attacks since they are placed in physically accessible locations. Therefore, a secure authentication and key agreement scheme is required to prevent such security problems. In 2021, Zou et al. proposed a two-factor-based authentication and key agreement scheme using elliptic curve cryptography (ECC) in smart home environments. They claimed that their scheme provides user anonymity and forward secrecy. However, we prove that their scheme suffers from forgery, ephemeral secret leakage, and session key disclosure attacks. To overcome the security vulnerabilities of Zou et al.'s scheme and provide home users with secure communication in smart home environments, we propose a secure user authentication scheme using physical unclonable functions (PUF). We utilize Real-or-Random (ROR) model and Burrows-Abadi-Needham (BAN) logic to verify the session key security and mutual authentication of the proposed scheme, respectively. Furthermore, we use the Automated Validation of Internet Security Protocols and Applications (AVISPA) tool to simulate the resistance of our scheme to security attacks. After that, we analyze and compare the communication costs, computational consumption, and security functionalities along with related schemes."
Mathematical Modelling of a Context-Aware System Based on Boolean Control Networks for Smart Home,mathematical modelling; context-aware system; smart home; Boolean control networks,"In this paper, we have presented a mathematical modelling of a context-aware system used in smart home based on Boolean control networks. This modelling describes the relationship between the context elements and services, which is effective to logical inference."
Smart Home Automation-Use Cases of a Secure and Integrated Voice-Control System,smart home automation; internet of things (IoT); voice-controlled systems; security and privacy; integrated solution,"Smart home automation is expected to improve living standards with the evolution of internet of things (IoT) that facilitate the remote control of residential appliances. There are, however, several factors that require attention for broader successful consumer adoption. This paper focusses on three key barriers: (i) different underlying technologies requiring an integrated voice-based control for ease of use, (ii) lack of trust due to security and privacy concerns, and (iii) unawareness of the use of machine intelligence by users for exploiting the full potential of smartness. Voice-controlled home environments are possible with cloud-based solutions that are being deployed commercially. However, there are drawbacks due to non-standard voice channels and commands with delays in meeting the required response time for real-time services. Adoption is also required to meet with the expected goals of simplicity, security, and integration. To address these barriers, we propose a model integrating IoT services and wireless technologies for developing a secure smart home automation with a voice-controlled artificial intelligence system. We demonstrate the model's application in a variety of practical use cases, by implementing a secure and smart voice-based system for an integrated control of several home devices seamlessly."
Enhancing Smart System Platforms: Factors Affecting People's Intentions Toward Smart Homes in Jordan,Attitude; Intention to Use; Internet of Things; Jordan; Smart Homes; Technology Acceptance Model,"Smart systems are going to transform the social life of modern society. Notwithstanding the benefits of these systems, their use is still low in the developing world, including Jordan. This study aims to construct a novel model to identify the factors that affect people's intention to use smart systems in their homes. A survey was conducted on 650 individuals among which 550 valid questionnaires were considered in Jordan. The collected data were analyzed for descriptive analysis and further to validate the hypothesis using structural equation modeling. The findings showed that there is a significant relationship between individuals' attitudes related to PU and PEOU with their intention toward using smart systems in their lifestyle. It indicated that the research model explains 68.6% of the variance in the individual's intention to use smart systems in their residence. Practically, it is fruitful to the top management of IT companies that offer smart systems. Moreover, the chapter enhances the current systems and organizes a strategic plan for implementation within best practice."
A user behaviour-driven smart-home gateway for energy management,Smart gateway; middleware; system architecture; machine-learning; energy management,"Current smart-home and automation systems have reduced generality and modularity, thus confining users in terms of functionality. This paper proposes a novel system architecture and describes the implementation of a user-centric smart-home gateway that is able to support home-automation, energy usage management and reduction, as well as smart-grid operations. This is enabled through a middleware service that exposes a control API, allowing the manipulation of the home network devices and information, irrespectively of the involved technologies. Additionally, the system places the users as the prime owners of their data, which in turn is expected to make them much more willing to install and cooperate with the system. The gateway is supported by a centralised user-centric machine-learning component that is able to extract behavioural patterns of the users and feed them back to the gateway. The results presented in this paper demonstrate the efficient operation of the gateway and examine two well-know machine learning algorithms for identifying patterns in the user's energy consumption behaviour. This feature could be utilised to improve its performance and even identify energy saving opportunities."
Risk-Based Adaptive Authentication for Internet of Things in Smart Home eHealth,Risk-based; Adaptive authentication; WBAN; Machine learning; IoT; Smart home; eHealth,"Health care is one of the primary beneficiaries of the technological revolution created by Internet of Things (IoT). In the implementation of health care with IoT, wireless body area network (WBAN) is a suitable communication tool. That being the case security has been one of the major concerns to efficiently utilize the services of WBAN. The diverse nature of the technologies involved in WBAN, the broadcast nature of wireless networks, and the existence of resource constrained devices are the main challenges to implement heavy security protocols for WBAN. In this paper we develop a risk-based adaptive authentication mechanism which continuously monitors the channel characteristics variation, analyzes a potential risk using naive Bayes machine learning algorithm and performs adaptation of the authentication solution. Our solution validates both the authenticity of the user and the device. In addition we evaluate the resource need of the selected authentication solution and provide an offloading functionality in case of scarce resource to perform the selected protocol. The approach is novel because it defines the whole adaptation process and methods required in each phase of the adaptation. The paper also briefly describes the evaluation case study - Smart Home eHealth."
Modeling and Detecting Feature Interactions among Integrated Services of Home Network Systems,feature interaction; home network system; online detection; integrated services,"This paper presents a framework or formalizing and detecting feature interactions (FIs) in the emerging smart home domain We first establish a model of home network system (HNS). where every networked appliance (or the FINS environment) is characterized as an object consisting of properties and methods Then. every HNS service is defined as a sequence of method its of the appliances Within the model. we next formalize two kinds of FIs (a) appliance interactions and (b) environment interactions An appliance interaction occurs when two method invocations conflict on the same appliance, whereas an environment interaction arises when two method invocations conflict indirectly via the environment Finally, we propose offline and online methods that detect FIs before service deployment and during execution respectively Through a case study with seven practical services, it is shown that the proposed framework Is generic enough to capture feature interactions in HNS integrated services We also discuss several FI resolution scheme, within the proposed framework."
The Multi Agent Nets Architecture as Base for Modelling Smart Home for Elderly,Ambient Intelligence; Context awareness; Smart home; Multi agent systems; Nets within nets,"With the miniaturization of computer components and sensors, as well as the multiplication of communications capabilities, computing is experiencing major changes paving the way for the era of ambient intelligence. Among the central characteristics of an ambient system, is the context awareness. It allows services to adapt to a user's needs without a need of clarification. Moreover, among the general population really interested by the development of this technology are elderlies with reduced autonomy. The number of this type of person is constantly increasing. Placing these people in hospitals is, in some cases, expensive or immoral. One possible alternative is to keep them at home while ensuring care, comfort and safety. To reach such an objective, we propose an approach which is based on the multi agent nets architecture for modelling and simulating different services of an elderly smart home ( security, comfort and economy services). The aim is to restore independent living at home for people who should normally be placed in health care institutions."
Detecting DoS Attack in Smart Home IoT Devices Using a Graph-Based Approach,IoT Security; Smart Home; DoS Attack Detection; Graph Mining; Anomaly Detection,"The use of the Internet of Things (IoT) devices has surged in recent years. However, due to the lack of substantial security, IoT devices are vulnerable to cyber-attacks like Denial-of-Service (DoS) attacks. Most of the current security solutions are either computationally expensive or unscalable as they require known attack signatures or full packet inspection. In this paper, we introduce a novel Graph-based Outlier Detection in Internet of Things (GODIT) approach that (i) represents smart home IoT traffic as a real-time graph stream, (ii) efficiently processes graph data, and (iii) detects DoS attack in real-time. The experimental results on real-world data collected from IoT-equipped smart home show that GODIT is more effective than the traditional machine learning approaches, and is able to outperform current graph-stream anomaly detection approaches."
Profiles and Predictors of Smart Home Technology Adoption by Older Adults,aging-in-place; smart home technology; home automation; information and communication technology; gerontechnology,"The commercial popularity of smart home (SH) technology has broadened the scope of aging-in-place and home health occupational therapy. The objective of this article is to examine ownership of SH technology by older adults, their readiness to adopt SH technology, and identify the client factors relating to the adoption. A survey of older adults aged 60 and above living in the community was conducted. Respondents (N = 445) who were women; in the age group of 60 to 70 years; living in a two-level home, with a body function impairment; with a fall history; and experienced in information and communication technology (ICT) were significantly likely to be brisk adopters of SH (p < .05). Stepwise regression model identified marital status, home security, and overall ICT ownership as the predictors of SH ownership, whereas being female, concern over home security, and perceived independence contributed to SH readiness (p < .05). Consideration of the identified client profiles, health, and personal factors will strengthen SH integration for aging-in-place."
Context-Aware User Modeling and Semantic Interoperability in Smart Home Environments,User Modeling; Context Awareness; Personalization; Smart Homes; Social Network; Content adaptation; Semantic Interoperability,"Current paper investigates how user modeling, context awareness and content adaptation in Smart Home environments can be handled formally in order to capture the semantics that emerge from a newly introduced user experience: SandS is in fact a complete ecosystem of users within a social network, creating and exchanging content in the form of so-called recipes and developing a collective intelligence which adapts its operation through appropriately feedback provided by the user. We will approach SandS from the user's perspective and illustrate how users and their relationships can be modeled through a number of fuzzy stereotypical profiles. Additionally, context modeling in pervasive computing systems and especially in the Smart Home paradigm will be examined through appropriate representation of context cues in the overall interaction. Finally we will investigate how users and system services although using languages of different semantic expressiveness can inter-operate successfully thanks to appropriate knowledge-based expert mappings."
Real-Time Human Tracker Based on Location and Motion Recognition of User for Smart Home,Real-time Human Tracker; Smart Home; Ubiquitous Computing; Human Location; Motion Recognition,"The ubiquitous smart home provides an automatic home service via analysis of human and home contexts. It receives a lot of contexts from the human and the home environment, but the most important context is information about the human's location and motion. In this paper, we present a real-time human tracker that detects human location and motion using cameras and predicts services in the ubiquitous smart home. We propose an algorithm that captures effective area from Jour network cameras ill which human is detected and his position is estimated. To detect human motion, three kinds of images are used: IMAGE!: empty room image, IMAGE(2): image of furniture and home appliances in the home, IMAGE(3): image of IMAGE(2) and the human. The system decides if specific furniture or home appliance is associated with the human by analyzing three images, and estimates human motion using a support vector machine (SVM). Human motion was recognized as four types: lie down, sit, stand-up, and walk. The human motion recognition is decided from the pixel number by the array line of the moving object using SVM We evaluated each motion 1000 times. The average accuracy of all the motions was found to be 85.3%."
Swarmtrust: A swarm optimization-based approach to enhance trustworthiness in smart homes,Smart homes; Swarm optimization; Trust management; Trustworthiness; Privacy preservation; Sustainability; Malicious nodes,"As smart home networks become increasingly complex and dynamic, maintaining trust between the various devices and services is crucial. Existing trust management approaches face challenges such as high computational overhead and difficulty in selecting optimal parameters. To address these challenges, we propose a new method for trust management in smart home networks based on swarm optimization, a principle of swarm intelligence. Our proposed approach is based on swarm optimization, which is a principle of swarm intelligence that optimizes communication patterns and manages trust values within the network. In SwarmTrust, the nodes in the smart home network are represented by particles, and the positions and velocities of these particles are adjusted to optimize communication patterns and reduce the computational burden on nodes. This optimization is achieved by evaluating the trust values of each node and adjusting the communication patterns accordingly. The proposed method integrates trust management with several distinct parameters and selects the param-eters optimally to maintain efficiency. The proposed approach also addresses optimization challenges by monitoring communication patterns and managing trust values in a distributed manner, which reduces the computational burden on nodes and maintains efficiency. To evaluate the effectiveness of our proposed approach, we conducted simulation experiments and compared the performance of our approach with existing methods. Our results showed notable improvements in terms of computational efficiency and optimized computation.(c) 2023 Elsevier B.V. All rights reserved."
SAMuS: Service-Oriented Architecture for Multisensor Surveillance in Smart Homes,,"The design of a service-oriented architecture for multisensor surveillance in smart homes is presented as an integrated solution enabling automatic deployment, dynamic selection, and composition of sensors. Sensors are implemented as Web-connected devices, with a uniform Web API. RESTdesc is used to describe the sensors and a novel solution is presented to automatically compose Web APIs that can be applied with existing Semantic Web reasoners. We evaluated the solution by building a smart Kinect sensor that is able to dynamically switch between IR and RGB and optimizing person detection by incorporating feedback from pressure sensors, as such demonstrating the collaboration among sensors to enhance detection of complex events. The performance results show that the platform scales for many Web APIs as composition time remains limited to a few hundred milliseconds in almost all cases."
An Efficient Secure Scheme Based on Hierarchical Topology in the Smart Home Environment,emerging sensor network (ESN); hierarchical topology; security; smart home; physical unclonable functions (PUFs); Internet of Things (IoT),"As the Internet of Things (IoT) has developed, the emerging sensor network (ESN) that integrates emerging technologies, such as autonomous driving, cyber-physical systems, mobile nodes, and existing sensor networks has been in the limelight. Smart homes have been researched and developed by various companies and organizations. Emerging sensor networks have some issues of providing secure service according to a new environment, such as a smart home, and the problems of low power and low-computing capacity for the sensor that previous sensor networks were equipped with. This study classifies various sensors used in smart homes into three classes and contains the hierarchical topology for efficient communication. In addition, a scheme for establishing secure communication among sensors based on physical unclonable functions (PUFs) that cannot be physically cloned is suggested in regard to the sensor's low performance. In addition, we analyzed this scheme by conducting security and performance evaluations proving to constitute secure channels while consuming fewer resources. We believe that our scheme can provide secure communication by using fewer resources in a smart home environment in the future."
A review on smart home present state and challenges: linked to context-awareness internet of things (IoT),Smart home; IoT; Context-awareness; Security; Privacy-aware; Sensors; Energy-aware,"The smart home is considered as an essential domain in Internet of Things (IoT) applications, it is an interconnected home where all types of things interact with each other via the Internet. This helps to automate the home by making it smart and interconnected. However, at the same time, it raises a great concern of the privacy and security for the users due to its capability to be controlled remotely. Hence, the rapid technologically growth of IoT raises abundant challenges such as how to provide the home users with safe and secure services keeping privacy in the account and how to manage the smart home successfully under the controlled condition to avoid any further secrecy or theft of personal data. A number of the research papers are available to address these critical issues, researchers presented different approaches to overcome these stated issues. This research review will analyze smart home approaches, challenges and will suggest possible solutions for them and illustrate open issues that still need to be addressed."
IoT-enabled Smart Sockets for Reconfigurable Service Provision,IoT; M2M; Smart Socket; Energy Savings; Context-awareness; Dynamic Environment,"An upcoming Internet-of-Tings (IoT) and machine-to-machine (M2M) era will introduce new paradigms for designing smart-living technologies. According to Gartner's latest forecast, smart home will be the most potential field for IoT-enabled applications. Due to the increasing concern on maintaining a sustainable earth, energy savings should leverage IoT related advances for realizing next generation energy savings for a context-aware smart home, where a smart socket is one key enabler. However, most of the current smart sockets work in a standalone way and its configuration stays fixed over time. By incorporating the M2M related advancement, we implement an M2M-enabled and reconfigurable smart socket (hereafter referred to as m2mSocket) which can dynamically changes its configuration by flexibly connecting to remote smart machines to provide attentive services. This way, the system can better fulfill users' needs in a dynamic and IoT-enabled home environment."
Supporting Asymmetric Transmission for Full-Duplex Smart-Home Networks,FD; asymmetric transmission; smart home; WLANs,"In smart home networks, the traffic is often asymmetric (i.e., the uplink traffic load of a node is not equal to its downlink traffic load). This paper is concerned with how to achieve asymmetric transmission for a full-duplex (FD) IoT network (where the AP and nodes are FD-enabled). Most existing related schemes considered a partial FD network consisting of an FD AP and half-duplex (HD) nodes and achieved asymmetric transmission via PHY-layer mechanisms such as power control. However, for an FD network, the AC-layer scheduling mechanism might be better to achieve asymmetric transmission than the PHY-layer power-control mechanism which will introduce complex interference management. To this end, we propose a simple and novel MAC scheduling scheme called AT-MAC to support asymmetric transmission in an FD IoT network. In our design, we differentiate uplink-dominant (UD) and downlink-dominant (DD) nodes. Upon receiving a packet, a receiver determines whether to execute a reverse transmission to the peer or to initiate a new transmission to a third node according to the type of UD and DD nodes. Next, we develop a theoretical framework to evaluate the throughput of AT-MAC. The extensive simulations verify that our design is very effective (namely, it can achieve the asymmetric transmission, while fully utilizing the FD gain to maximize the system throughput and lower the packet delay) and our theoretical model is very accurate. This paper is very helpful for designing quality-of-service-oriented FD MAC protocols."
A remote control and media-sharing system using smart devices,Smart home; Smart devices; Media sharing; Remote control; DLNA/UPnP,"The remote control and media sharing of electronic devices are key services in smart homes. The incorporation of mobile smart devices in these services has become a popular trend. Existing services require that these devices are located in the same local network. This paper presents the design and implementation of an integrated service architecture that supports the remote control of home appliances and the sharing of digital media between indoor and outdoor devices. The proposed design follows standards related to digital homes, and this study presents the details of its hardware and software components. (C) 2014 Published by Elsevier B.V."
A Lightweight Key Agreement Protocol Based on Chinese Remainder Theorem and ECDH for Smart Homes,smart homes; key agreement protocol; Chinese remainder theory; ECDH,"Security and efficiency are the two main challenges for designing a smart home system. In this paper, by incorporating Chinese remainder theorem (CRT) into the elliptic curve Diffie-Hellman (ECDH), a lightweight key agreement protocol for smart home systems is constructed. Firstly, one-way hash authentication is used to identify the sensor nodes instead of mutual authentication to reduce the authentication cost. Secondly, the CRT is introduced to enhance the security of the original ECDH key agreement. Security analysis showed that the proposed protocol can validate the data integrity and resist the replay attack, the man-in-middle attack, and other attacks. Performance analysis and experiments showed that the protocol achieves high security with low communication and computation costs, and can be implemented in smart home systems."
BLE To Improve IoT Connection in the Smart Home,Smart Home; IoT; Indoor Positioning System; Beacon; low energy,"The home of the future will surely be a technologically richer environment, offering tens or even hundreds of network services ranging from the simple continuous transmission of video data streams to a complex system of house energy management. The typical elements within the house that can be controlled are: lighting, windows and shutters, doors, speakers, heating, ventilation, air conditioning, appliances (refrigerator, washing machine, ovens, etc.), audio-video systems, burglar alarms and fire alarms, telecommunications. Many operational control sequences can be automated to prevent the user from making the effort to adapt to systems. Some of these services will be provided by devices inside the home and others by external providers. So a great improvement to this control can happen by adding a certain degree of intelligence to the system allowing it to recognize recurring activities, dangerous or unusual situations in order to anticipate health problems or special needs of users within of the House. These problems can be addressed by monitoring the activities of regular users, which allows the creation of rules-based profiles, in order to grasp and formalize their normal behavior. In order to realize Smart Home systems through IoT, the problem of localization within closed spaces remains constant: in fact, efficiency is put to the test by all those that are the vertical closures (opinions and fixtures) with which optimal transmission with the outside is possible. The Beacon technology was used to solve the indoor transmission. The Beacon is a device that through Bluetooth Low Energy technology, is able to transmit information to mobile devices with a certain range of action. In this paper, for the Beacons, different methods of localization in a closed environment are tested and demonstrated through a mapping of the signal in a room, has led to satisfactory results. The relationship between the used beacon and area covered by their own signal is also identified in a beacon every 5 square meters; this result allows us to have an idea of the costs of mapping a given environment and the invasion of the technology inside it. A further raised question of the relationship between used beacon and covered area was how and where to place the beacons inside the room; The less satisfactory result concerns the error, albeit low, detected in the pure localization (ie without the help of external information such as the initial position) in a closed environment."
